date,USD,EUR,JPY,CNY,GBP,CAD,CHF,HKD,SEK,AUD,AED,BHD,CZK,DKK,HUF,IDR,KWD,MXN,NOK,NZD,PLN,RUB,SAR,SGD,THB,TRY,ZAR
2012-06-07,1170.0,1469.93,1472.81,183.85,1811.22,1138.8,1223.72,150.8,163.24,1163.74,318.55,3103.37,57.74,197.76,4.94,12.48,4175.44,83.27,193.01,901.72,341.81,36.19,311.96,917.1,37.14,639.34,140.54
2012-06-08,1175.0,1464.46,1483.4,184.44,1811.85,1136.31,1219.26,151.46,163.02,1155.73,319.89,3116.63,57.17,197.02,4.92,12.52,4186.71,82.84,192.78,897.17,339.7,35.71,313.3,913.37,37.03,638.39,138.54
2012-06-11,1166.5,1470.02,1466.1,183.14,1815.72,1139.88,1223.58,150.34,165.08,1163.35,317.6,3094.08,57.85,197.78,4.99,12.4,4165.03,84.25,194.15,904.62,343.14,36.08,311.03,912.58,36.91,642.42,140.6
2012-06-12,1169.0,1462.71,1468.59,183.51,1811.77,1135.94,1217.77,150.74,165.17,1159.24,318.27,3100.71,57.12,196.78,4.93,12.43,4170.09,83.29,193.94,905.33,338.45,35.59,311.7,910.86,36.93,638.45,138.71
2012-06-13,1167.5,1461.83,1466.8,183.31,1817.27,1137.53,1216.84,150.49,165.29,1163.36,317.87,3096.73,57.03,196.68,4.92,12.39,4165.18,83.54,194.21,909.02,337.58,35.75,311.3,911.61,36.96,638.9,139.05
2012-06-14,1167.0,1464.53,1471.16,183.19,1806.34,1134.17,1219.88,150.41,165.67,1158.71,317.73,3095.41,57.42,197.08,4.92,12.39,4162.65,83.1,194.72,905.71,339.05,35.76,311.15,908.91,36.98,638.55,138.31
2012-06-15,1163.0,1469.45,1472.99,182.71,1806.66,1137.52,1223.5,149.88,166.43,1167.65,316.64,3084.8,57.63,197.74,4.97,12.39,4154.91,83.87,195.8,914.0,342.46,35.8,310.08,912.8,36.92,640.77,138.99
2012-06-18,1161.0,1467.68,1468.23,182.62,1820.51,1132.57,1222.04,149.63,165.96,1171.27,316.1,3079.49,57.57,197.49,5.01,12.37,4149.24,83.67,194.77,918.93,343.15,35.99,309.56,913.31,36.9,640.96,139.83
2012-06-19,1156.5,1457.31,1465.22,182.0,1808.42,1130.72,1213.35,149.04,164.69,1172.17,314.88,3067.56,56.92,196.09,5.02,12.3,4130.5,83.79,194.0,918.38,340.61,35.3,308.38,912.43,36.86,638.83,139.56
2012-06-20,1152.0,1462.87,1459.06,181.14,1811.17,1131.74,1218.15,148.49,165.47,1174.52,313.65,3055.62,57.55,196.81,5.08,12.21,4120.61,84.26,194.61,917.68,344.1,35.44,307.18,909.09,36.63,641.94,140.39
2012-06-21,1153.5,1461.31,1447.21,181.23,1811.69,1129.5,1216.77,148.66,165.44,1172.24,314.06,3059.6,57.03,196.58,5.11,12.23,4122.88,84.25,194.69,920.72,342.86,35.15,307.57,907.62,36.38,640.71,139.7
2012-06-22,1158.5,1453.98,1441.46,182.01,1809.75,1127.38,1210.68,149.29,165.17,1161.28,315.42,3072.86,56.51,195.59,5.07,12.28,4131.6,83.49,194.48,911.57,340.58,34.71,308.91,907.28,36.44,642.11,138.24
2012-06-25,1162.0,1453.49,1451.14,182.61,1809.23,1132.11,1210.35,149.74,165.05,1164.73,316.37,3082.15,56.4,195.53,5.05,12.31,4143.34,83.75,194.14,916.24,340.77,35.09,309.85,906.96,36.51,638.26,137.74
2012-06-26,1159.0,1447.71,1460.43,182.15,1809.2,1128.36,1205.28,149.38,164.03,1163.46,315.55,3074.19,56.03,194.76,5.04,12.28,4132.2,83.4,192.79,917.58,339.84,34.99,309.05,904.27,36.42,635.84,136.72
2012-06-27,1157.5,1446.3,1454.15,182.09,1807.9,1128.61,1204.29,149.18,163.7,1163.69,315.14,3070.21,55.79,194.56,5.05,12.25,4125.09,84.15,192.36,913.5,340.01,35.17,308.65,905.32,36.31,638.87,137.46
2012-06-28,1157.0,1438.21,1459.48,181.99,1799.77,1126.53,1197.54,149.13,163.35,1165.74,315.01,3068.88,55.54,193.47,4.99,12.25,4122.57,84.92,190.68,916.11,336.1,34.93,308.51,905.07,36.31,633.74,137.19
2012-06-29,1146.5,1442.13,1442.23,180.44,1790.15,1118.54,1200.46,147.82,164.34,1166.39,312.14,3041.03,56.25,194.01,4.99,12.2,4092.45,85.26,191.41,915.59,338.1,34.83,305.71,903.03,36.1,630.64,138.86
2012-07-02,1143.5,1446.07,1435.21,180.12,1792.61,1124.16,1204.0,147.42,165.16,1173.0,311.33,3033.08,56.81,194.51,5.05,12.19,4082.47,85.58,191.46,918.63,341.7,35.19,304.92,903.2,36.14,631.84,140.12
2012-07-03,1136.0,1431.02,1423.56,178.83,1782.16,1119.43,1191.34,146.5,164.03,1165.76,309.29,3013.18,56.07,192.47,5.03,12.12,4055.12,85.18,190.19,912.55,339.77,34.92,302.92,899.84,36.1,630.76,139.95
2012-07-04,1137.5,1431.71,1425.53,179.2,1780.24,1123.4,1191.91,146.7,164.31,1169.29,309.7,3017.16,56.05,192.56,5.02,12.15,4057.86,85.3,190.49,915.06,340.37,35.32,303.32,900.21,36.15,631.39,140.42
2012-07-05,1135.5,1420.4,1425.52,178.65,1768.83,1120.98,1182.2,146.44,164.01,1166.56,309.15,3011.86,55.68,191.02,4.95,12.09,4044.52,85.05,189.34,912.2,336.2,34.95,302.78,897.13,36.01,626.38,139.19
2012-07-06,1138.5,1410.03,1425.53,178.89,1769.8,1121.34,1174.38,146.84,163.35,1169.07,309.95,3019.81,55.15,189.49,4.92,12.13,4047.14,84.8,187.96,913.87,334.46,34.86,303.58,898.12,35.99,627.27,139.38
2012-07-09,1144.0,1404.43,1436.37,179.55,1770.23,1120.8,1169.32,147.53,162.56,1162.25,311.47,3034.4,54.74,188.8,4.86,12.16,4061.63,84.76,186.97,907.65,330.82,34.57,305.06,898.59,36.03,628.02,137.87
2012-07-10,1142.5,1407.27,1440.82,179.47,1775.22,1122.13,1171.79,147.33,163.77,1168.49,311.06,3030.42,55.35,189.21,4.9,12.12,4061.07,85.83,187.96,911.26,334.8,34.79,304.65,901.73,36.05,627.82,139.53
2012-07-11,1141.5,1402.9,1440.38,179.25,1775.43,1119.39,1168.07,147.21,164.01,1170.44,310.79,3027.77,55.2,188.66,4.87,12.13,4055.06,85.74,187.53,910.52,335.53,34.85,304.38,902.56,35.99,630.74,139.48
2012-07-12,1152.5,1407.95,1453.07,180.83,1782.05,1127.47,1172.37,148.6,164.26,1169.56,313.78,3056.95,55.39,189.32,4.86,12.2,4089.34,86.1,188.38,909.67,334.64,35.25,307.33,907.54,36.25,634.79,138.5
2012-07-13,1151.0,1404.74,1452.37,180.43,1777.6,1132.15,1169.72,148.39,163.91,1170.85,313.37,3052.97,55.23,188.86,4.85,12.19,4082.14,85.91,188.81,912.57,334.01,35.21,306.91,907.44,36.35,632.39,138.38
2012-07-16,1148.0,1401.48,1451.79,179.97,1783.42,1131.15,1167.02,148.01,162.56,1173.08,312.56,3045.01,55.16,188.4,4.85,12.15,4073.67,86.3,187.81,913.18,334.03,35.12,306.12,907.08,36.29,632.65,138.77
2012-07-17,1143.0,1406.0,1445.1,179.36,1787.02,1126.39,1170.69,147.37,163.11,1176.55,311.19,3031.75,55.32,188.93,4.89,12.1,4058.95,86.61,188.13,913.26,336.28,35.29,304.79,906.21,36.21,631.99,139.65
2012-07-18,1142.5,1403.22,1445.2,179.38,1785.16,1127.95,1168.62,147.29,164.06,1178.2,311.06,3030.42,55.55,188.63,4.9,12.07,4057.61,86.8,187.68,908.86,336.95,35.27,304.65,906.96,36.07,632.55,139.64
2012-07-19,1140.0,1398.95,1449.74,178.88,1784.16,1128.27,1164.81,146.98,164.45,1186.06,310.37,3023.79,55.24,188.09,4.92,12.06,4045.14,86.81,186.84,914.17,336.33,35.5,304.0,906.99,35.98,632.35,139.87
2012-07-20,1140.5,1398.08,1451.02,178.94,1790.76,1131.67,1164.07,147.04,164.53,1188.52,310.51,3025.2,54.94,187.94,4.9,12.07,4047.91,86.22,188.32,915.88,335.64,35.74,304.11,909.49,36.03,632.21,139.22
2012-07-23,1148.0,1390.29,1470.95,179.77,1784.22,1130.26,1157.61,148.0,164.61,1181.46,312.56,3045.01,54.36,186.87,4.83,12.14,4070.06,85.46,188.83,908.3,332.46,35.44,306.12,911.94,36.12,631.54,136.9
2012-07-24,1147.5,1389.79,1467.2,179.69,1779.49,1125.66,1157.16,147.92,165.09,1180.95,312.42,3043.69,54.33,186.81,4.82,12.12,4068.14,84.37,188.33,908.13,330.26,35.12,305.98,911.25,36.12,629.53,135.56
2012-07-25,1149.0,1393.56,1468.84,179.85,1779.05,1127.19,1160.31,148.12,164.98,1179.28,312.83,3047.66,54.54,187.35,4.81,12.12,4072.59,84.17,188.91,902.88,330.92,34.98,306.38,912.46,36.23,629.42,135.64
2012-07-26,1147.0,1390.68,1467.88,179.66,1775.61,1129.49,1157.83,147.87,164.68,1183.3,312.28,3042.36,54.57,186.95,4.84,12.1,4066.8,84.24,188.58,907.05,332.66,35.08,305.85,913.65,36.21,627.46,135.98
2012-07-27,1140.5,1396.94,1459.47,178.74,1788.7,1129.04,1163.24,147.03,165.52,1187.2,310.51,3025.12,54.94,187.79,4.9,12.06,4045.62,84.75,188.79,914.4,336.68,35.29,304.11,909.93,36.15,627.06,138.04
2012-07-30,1137.5,1395.31,1455.25,178.3,1784.57,1132.18,1161.6,146.67,166.19,1190.34,309.7,3017.16,55.06,187.57,4.95,12.03,4033.83,85.6,187.09,919.21,337.74,35.33,303.32,911.46,36.01,627.41,138.46
2012-07-31,1127.0,1381.65,1439.98,177.15,1767.87,1125.31,1150.41,145.35,165.38,1184.65,306.84,2989.31,54.65,185.72,4.96,11.93,3997.59,85.01,186.41,912.19,336.88,34.92,300.52,905.5,35.74,628.69,137.2
2012-08-01,1127.5,1388.46,1443.11,177.04,1764.54,1126.09,1155.64,145.41,166.6,1187.54,306.98,2990.64,54.82,186.58,4.94,11.94,3999.79,84.82,187.46,917.11,337.02,34.85,300.65,905.91,35.79,628.56,137.03
2012-08-02,1131.0,1388.02,1442.97,177.62,1757.01,1125.71,1154.55,145.84,167.06,1187.38,307.93,3000.0,54.96,186.53,4.95,11.94,4007.8,84.6,188.0,917.3,338.02,34.86,301.58,907.05,35.86,629.03,136.01
2012-08-03,1133.5,1384.34,1449.49,177.87,1761.74,1129.72,1152.46,146.17,166.95,1191.93,308.6,3006.55,54.74,186.03,4.95,11.98,4014.81,85.29,187.73,923.8,337.45,34.91,302.25,909.13,35.89,631.12,136.68
2012-08-06,1130.5,1398.03,1442.61,177.36,1760.87,1131.07,1163.78,145.77,167.51,1193.64,307.79,2998.59,55.37,187.85,5.05,11.94,4008.01,86.26,188.95,924.98,344.84,35.54,301.45,910.67,35.87,634.98,138.66
2012-08-07,1128.0,1399.85,1438.59,177.18,1761.09,1129.69,1164.81,145.46,168.1,1193.42,307.11,2992.04,55.78,188.06,5.06,11.91,4000.28,85.76,189.99,924.96,345.81,35.71,300.78,908.72,35.83,632.08,137.79
2012-08-08,1128.5,1397.76,1440.52,177.38,1759.9,1131.9,1163.64,145.51,168.36,1191.41,307.25,2993.29,55.5,187.77,5.02,11.91,4002.48,85.21,190.87,918.6,341.4,35.62,300.92,907.34,35.83,630.52,137.85
2012-08-09,1128.0,1391.78,1436.67,177.38,1765.38,1134.52,1158.71,145.43,168.32,1192.92,307.11,2991.96,55.34,186.99,5.02,11.91,3993.77,85.73,190.84,916.16,342.35,35.72,300.78,905.66,35.85,632.08,139.18
2012-08-10,1131.0,1388.64,1440.76,177.82,1763.79,1138.69,1156.62,145.8,168.77,1190.04,307.92,2999.92,55.33,186.59,4.98,11.94,4001.84,86.08,191.28,915.54,340.26,35.47,301.58,907.63,35.93,631.28,139.06
2012-08-13,1130.5,1389.95,1446.21,177.7,1771.1,1139.62,1157.41,145.74,169.13,1191.77,307.79,2998.75,55.28,186.76,4.98,11.91,4001.2,86.17,190.56,916.16,340.4,35.49,301.45,907.3,35.97,631.64,138.89
2012-08-14,1129.5,1397.3,1438.49,177.63,1772.47,1138.04,1163.53,145.61,169.2,1188.69,307.52,2995.94,55.69,187.73,5.0,11.91,3998.37,86.29,191.23,913.88,341.29,35.55,301.18,906.87,35.95,628.97,139.14
2012-08-16,1134.5,1393.0,1433.26,178.22,1781.62,1147.52,1159.9,146.26,169.27,1191.28,308.87,3009.2,55.9,187.15,5.0,11.96,4010.82,86.41,190.27,916.56,341.16,35.57,302.52,906.98,35.96,630.14,137.43
2012-08-17,1135.5,1404.56,1429.29,178.59,1784.95,1150.4,1169.47,146.38,168.99,1186.65,309.15,3011.94,56.41,188.65,5.03,11.96,4019.18,86.24,190.74,918.17,345.23,35.6,302.79,906.88,36.07,632.21,137.47
2012-08-20,1135.5,1402.74,1427.94,178.56,1784.44,1149.35,1167.91,146.39,170.62,1188.47,309.14,3011.86,56.18,188.4,5.06,11.97,4020.89,86.72,191.74,919.76,344.73,35.44,302.79,906.01,36.01,630.28,136.62
2012-08-21,1130.5,1402.67,1423.53,177.86,1782.35,1146.73,1167.93,145.75,169.9,1187.48,307.79,2998.67,56.45,188.37,5.08,11.91,4007.02,86.42,191.47,919.72,344.57,35.47,301.45,904.26,35.93,628.2,136.75
2012-08-22,1134.5,1415.06,1430.01,178.61,1792.96,1145.03,1178.27,146.26,170.18,1186.01,308.88,3009.2,56.89,190.0,5.12,11.95,4020.63,86.27,192.7,919.06,347.69,35.63,302.51,907.02,36.15,632.39,136.92
2012-08-23,1131.0,1419.07,1439.85,178.0,1797.22,1142.19,1181.51,145.83,170.39,1187.27,307.92,2999.92,56.93,190.53,5.13,11.91,4011.78,86.19,193.13,924.14,348.06,35.65,301.58,908.18,36.21,630.51,136.9
2012-08-24,1135.5,1424.77,1444.75,178.69,1798.4,1143.1,1186.27,146.4,172.55,1180.75,309.13,3011.86,57.08,191.31,5.11,11.95,4025.88,85.95,194.9,920.44,347.09,35.7,302.78,908.11,36.36,631.61,135.48
2012-08-27,1136.0,1422.56,1443.46,178.7,1797.38,1147.13,1184.63,146.46,172.54,1180.13,309.28,3013.18,57.18,191.0,5.12,11.94,4025.23,85.97,195.37,921.52,348.48,35.68,302.92,908.15,36.33,630.59,135.23
2012-08-28,1136.0,1423.12,1445.75,178.81,1791.19,1147.42,1184.63,146.47,172.94,1178.88,309.29,3013.34,57.31,191.04,5.11,11.91,4028.23,86.16,195.45,917.09,347.67,35.44,302.93,906.55,36.29,631.54,135.25
2012-08-29,1134.5,1425.22,1445.04,178.63,1794.5,1147.29,1186.72,146.27,170.54,1175.4,308.88,3009.28,57.35,191.3,5.03,11.88,4022.91,85.73,194.15,909.59,344.01,35.29,302.52,905.28,36.21,624.52,134.74
2012-08-30,1134.0,1423.45,1442.01,178.59,1793.93,1143.2,1185.14,146.21,170.25,1171.03,308.74,3007.96,57.01,191.04,4.99,11.88,4018.71,84.97,194.87,908.28,339.57,35.12,302.38,905.5,36.12,621.44,134.4
2012-08-31,1134.0,1422.72,1443.85,178.63,1794.16,1143.72,1184.77,146.21,170.57,1170.46,308.73,3007.88,57.21,190.97,5.0,11.89,4018.85,85.03,195.29,908.39,339.01,34.92,302.39,907.49,36.2,623.76,134.88
2012-09-03,1132.5,1423.33,1445.16,178.62,1798.64,1148.29,1185.31,146.01,169.79,1160.53,308.33,3003.9,57.16,191.02,4.99,11.88,4014.96,85.58,195.25,904.24,339.13,34.96,301.99,908.0,36.24,621.98,134.5
2012-09-04,1133.5,1429.23,1444.78,178.59,1801.75,1151.0,1189.71,146.14,169.4,1163.03,308.61,3006.63,57.52,191.82,5.02,11.84,4021.5,86.11,195.67,903.91,341.11,35.26,302.25,910.29,36.34,623.9,135.47
2012-09-05,1138.5,1424.78,1452.54,179.31,1804.41,1151.69,1185.88,146.78,168.47,1158.31,309.95,3019.81,57.23,191.24,4.98,11.9,4032.37,86.12,194.88,902.38,337.64,35.09,303.58,911.05,36.4,623.29,134.83
2012-09-06,1134.5,1431.34,1446.33,178.86,1804.82,1147.12,1187.59,146.25,168.22,1161.73,308.89,3009.28,57.8,192.09,5.03,11.86,4023.91,86.63,194.77,903.46,343.75,35.22,302.52,911.03,36.35,623.21,135.62
2012-09-07,1130.0,1432.05,1432.19,178.15,1804.84,1151.71,1182.13,145.69,168.1,1167.63,307.65,2997.27,58.22,192.18,4.98,11.81,4010.65,86.86,193.8,908.41,347.32,35.28,301.32,910.96,36.2,625.42,136.96
2012-09-10,1130.0,1444.37,1442.98,178.29,1806.59,1155.71,1192.86,145.7,170.72,1168.93,307.66,2997.27,58.85,193.81,5.07,11.8,4010.36,87.15,196.11,915.53,351.32,35.6,301.33,913.62,36.36,627.05,137.75
2012-09-11,1126.0,1441.84,1440.27,177.74,1804.81,1157.42,1193.81,145.21,169.79,1168.45,306.56,2986.74,58.72,193.49,5.06,11.76,3999.29,86.37,194.75,915.55,350.95,35.49,300.25,914.26,36.24,623.89,137.13
2012-09-12,1127.0,1452.98,1447.84,178.13,1816.84,1158.45,1201.43,145.32,170.71,1182.45,306.84,2989.31,59.55,194.96,5.16,11.78,4007.25,86.91,195.77,926.51,356.44,35.98,300.51,917.23,36.41,625.73,137.58
2012-09-13,1129.0,1458.67,1453.12,178.36,1819.27,1155.87,1204.07,145.58,170.9,1178.73,307.38,2994.62,59.65,195.7,5.15,11.79,4018.08,86.62,196.43,926.46,354.65,35.94,301.04,918.22,36.38,623.83,134.22
2012-09-14,1118.5,1458.19,1438.59,177.12,1810.91,1157.87,1199.01,144.27,169.78,1184.49,304.52,2966.84,59.71,195.59,5.18,11.77,3986.53,87.51,196.41,933.95,359.09,36.23,298.25,916.16,36.36,621.73,135.63
2012-09-17,1118.5,1465.4,1426.93,177.04,1815.1,1150.72,1205.22,144.29,169.76,1177.72,304.52,2966.76,59.84,196.58,5.17,11.82,3988.52,87.63,196.12,927.8,358.29,36.51,298.25,914.55,36.31,621.87,135.26
2012-09-18,1119.0,1463.93,1422.67,177.08,1817.03,1147.28,1208.36,144.34,170.2,1167.73,304.66,2968.17,59.28,196.39,5.15,11.78,3989.59,87.3,195.86,924.74,355.42,36.16,298.38,912.65,36.25,620.35,135.7
2012-09-19,1117.0,1455.28,1413.92,177.04,1813.9,1146.17,1203.27,144.09,170.13,1166.43,304.12,2962.79,58.37,195.25,5.12,11.71,3979.48,87.25,195.22,924.09,352.89,36.05,297.85,912.02,36.24,622.49,136.03
2012-09-20,1122.0,1455.29,1434.32,177.98,1816.69,1146.54,1203.93,144.7,171.48,1166.32,305.46,2975.97,58.62,195.23,5.12,11.76,3996.15,86.91,195.86,924.42,349.34,35.59,299.18,915.54,36.34,622.64,134.71
2012-09-21,1118.0,1456.2,1429.85,177.31,1821.45,1147.84,1202.41,144.21,171.38,1174.35,304.38,2965.36,58.68,195.3,5.16,11.71,3987.02,87.33,196.02,930.46,351.37,36.06,298.11,914.22,36.28,622.98,135.39
2012-09-24,1121.0,1446.59,1436.81,177.67,1815.91,1143.88,1196.44,144.59,170.04,1166.23,305.21,2973.4,58.06,194.02,5.1,11.73,3989.75,86.75,194.36,922.25,348.31,35.8,298.92,912.94,36.22,622.85,135.18
2012-09-25,1119.0,1443.51,1440.71,177.43,1816.25,1141.25,1194.05,144.33,170.47,1166.17,304.66,2968.09,57.86,193.61,5.09,11.69,3982.77,86.54,195.25,922.17,348.38,35.97,298.39,911.58,36.18,623.05,136.33
2012-09-26,1120.5,1441.75,1444.04,177.8,1812.91,1140.98,1192.59,144.51,169.84,1160.22,305.07,2972.07,57.68,193.38,5.05,11.69,3986.55,86.91,195.02,918.92,347.93,35.93,298.79,909.28,36.16,623.61,136.59
2012-09-27,1117.0,1438.08,1437.49,177.24,1807.59,1135.51,1189.37,144.06,169.34,1161.07,304.11,2962.86,57.64,192.87,5.04,11.66,3972.54,86.72,194.18,922.42,346.63,35.76,297.86,908.65,36.06,623.74,135.95
2012-09-28,1112.5,1439.02,1433.63,177.03,1805.37,1136.65,1189.27,143.47,170.73,1163.01,302.88,2950.77,57.16,193.06,5.07,11.62,3959.07,86.8,195.47,927.88,349.91,35.94,296.66,908.17,36.15,620.54,135.23
2012-10-02,1114.0,1436.78,1427.29,177.26,1799.17,1133.78,1187.82,143.67,169.04,1148.48,303.3,2954.83,57.23,192.71,5.03,11.63,3965.26,86.81,194.74,925.07,349.94,35.79,297.06,906.58,36.24,621.48,133.19
2012-10-04,1113.5,1439.48,1418.2,177.18,1794.24,1128.45,1188.05,143.58,167.06,1136.33,303.16,2953.5,57.54,193.08,5.04,11.61,3964.33,87.0,193.91,913.01,352.48,35.73,296.93,905.14,36.4,615.87,131.21
2012-10-05,1111.5,1445.12,1417.28,176.86,1798.63,1133.43,1192.66,143.36,168.07,1138.79,302.61,2948.28,57.85,193.8,5.11,11.59,3959.88,86.98,195.33,915.15,354.45,35.84,296.39,905.2,36.37,617.6,128.05
2012-10-08,1113.0,1443.17,1422.91,177.01,1789.59,1137.16,1192.1,143.56,167.71,1132.42,303.02,2952.18,57.72,193.57,5.08,11.6,3962.55,86.75,195.17,909.43,353.58,35.78,296.78,904.32,36.28,616.24,125.53
2012-10-09,1112.0,1437.48,1419.09,176.85,1779.87,1139.52,1186.45,143.44,166.98,1135.46,302.75,2949.6,57.65,192.76,5.06,11.59,3956.17,86.91,194.01,912.06,352.97,35.69,296.52,904.66,36.26,612.4,125.8
2012-10-10,1115.0,1435.23,1424.56,177.46,1785.34,1140.14,1184.85,143.82,167.03,1141.7,303.57,2957.56,57.39,192.43,5.06,11.62,3963.6,86.71,194.33,912.63,351.36,35.79,297.33,907.31,36.32,613.1,128.75
2012-10-11,1113.5,1433.74,1426.92,177.39,1783.33,1136.69,1186.97,143.64,165.78,1144.46,303.17,2953.58,57.37,192.24,5.06,11.62,3961.79,86.17,194.31,911.01,349.62,35.75,296.92,906.57,36.26,613.62,128.43
2012-10-12,1111.0,1440.74,1416.01,177.27,1784.65,1135.99,1191.42,143.33,166.3,1141.72,302.47,2946.95,57.8,193.17,5.11,11.59,3953.31,86.38,195.06,910.74,351.76,35.84,296.26,909.46,36.24,614.89,128.76
2012-10-15,1110.5,1439.49,1413.48,177.1,1784.02,1134.9,1190.18,143.26,165.93,1136.49,302.35,2945.62,57.64,192.99,5.16,11.58,3950.69,86.53,194.17,904.78,351.49,35.83,296.13,909.28,36.17,613.6,127.01
2012-10-16,1107.5,1440.3,1403.68,176.81,1782.96,1128.43,1191.44,142.88,166.82,1137.9,301.53,2937.67,57.77,193.05,5.16,11.55,3941.84,86.51,194.78,903.06,352.12,35.8,295.33,907.04,36.1,611.39,126.61
2012-10-17,1105.0,1447.11,1403.8,176.67,1783.8,1120.12,1196.15,142.55,167.47,1139.31,300.85,2931.03,58.52,194.01,5.19,11.54,3938.41,86.02,195.63,902.01,353.73,35.89,294.66,907.19,36.08,613.09,126.88
2012-10-18,1104.0,1447.23,1394.47,176.63,1783.79,1129.07,1196.62,142.44,168.8,1147.66,300.58,2928.38,58.37,194.01,5.22,11.51,3933.44,86.38,196.41,907.32,352.51,35.92,294.4,906.93,36.05,612.1,127.99
2012-10-19,1103.5,1440.67,1390.85,176.45,1771.06,1117.64,1191.75,142.38,168.27,1142.45,300.43,2927.06,58.03,193.15,5.16,11.5,3928.44,85.83,195.65,903.44,350.49,35.81,294.24,904.44,35.95,613.12,127.43
2012-10-22,1105.0,1441.2,1384.45,176.67,1773.03,1112.17,1190.73,142.57,167.93,1140.14,300.84,2930.88,57.95,193.23,5.16,11.51,3933.92,85.89,195.22,903.67,350.48,35.75,294.66,904.03,35.94,615.3,128.3
2012-10-23,1103.5,1438.36,1383.35,176.62,1767.03,1109.32,1188.54,142.38,167.11,1137.27,300.44,2926.9,57.72,192.83,5.13,11.48,3928.02,85.53,194.04,901.17,348.72,35.42,294.26,903.32,35.87,613.36,126.8
2012-10-24,1104.0,1427.75,1384.07,176.7,1763.09,1114.25,1180.69,142.44,164.91,1138.39,300.57,2928.38,57.22,191.42,5.08,11.49,3923.66,85.06,191.86,897.88,345.28,35.15,294.37,901.92,35.89,612.04,125.7
2012-10-25,1096.5,1425.94,1367.21,175.68,1766.95,1106.12,1178.59,141.47,164.41,1139.32,298.53,2908.49,57.2,191.18,5.1,11.42,3901.44,84.86,191.14,903.24,344.56,35.11,292.39,898.62,35.74,608.67,126.35
2012-10-26,1099.0,1421.78,1374.35,175.88,1771.26,1103.47,1175.21,141.8,163.38,1134.94,299.21,2915.12,56.89,190.63,5.04,11.44,3910.34,84.22,190.18,900.08,342.18,34.94,293.06,898.98,35.75,607.97,125.55
2012-10-29,1096.0,1413.79,1375.5,175.53,1760.56,1096.88,1169.63,141.42,163.61,1134.52,298.39,2907.01,56.52,189.53,4.99,11.4,3895.78,84.15,189.54,899.82,340.53,34.83,292.26,897.33,35.68,607.6,126.18
2012-10-30,1091.0,1410.94,1372.93,174.83,1751.71,1090.4,1167.41,140.77,163.44,1131.53,297.04,2893.82,56.43,189.17,4.96,11.34,3880.35,83.4,189.24,897.4,340.2,34.66,290.91,893.72,35.52,604.05,125.82
2012-10-31,1091.0,1417.7,1367.17,174.92,1757.76,1093.19,1173.37,140.77,164.45,1133.11,297.04,2893.75,56.78,190.05,5.01,11.36,3882.98,83.61,190.56,896.91,343.42,34.88,290.92,894.7,35.56,607.58,126.4
2012-11-01,1093.5,1415.21,1366.79,175.23,1767.26,1093.39,1171.96,141.1,164.02,1134.29,297.71,2900.38,56.67,189.71,5.0,11.37,3890.35,83.55,191.73,899.4,342.38,34.85,291.58,895.87,35.6,609.6,126.21
2012-11-02,1091.0,1406.63,1358.57,174.79,1755.69,1094.17,1165.54,140.78,163.34,1131.91,297.02,2893.75,56.54,188.58,4.99,11.35,3875.67,83.77,191.22,901.06,341.57,34.77,290.92,892.73,35.51,609.32,125.87
2012-11-05,1093.0,1398.55,1360.81,175.01,1748.85,1097.61,1158.94,141.03,162.97,1132.57,297.58,2899.05,56.65,187.49,4.96,11.37,3882.36,83.82,190.19,901.94,339.53,34.52,291.45,891.95,35.48,609.94,124.61
2012-11-06,1091.5,1395.05,1361.31,174.77,1744.44,1096.93,1155.52,140.84,162.99,1137.56,297.17,2895.07,56.57,186.98,4.93,11.35,3874.14,83.82,190.4,902.12,338.45,34.57,291.05,892.0,35.45,614.07,125.05
2012-11-07,1085.5,1394.7,1353.07,173.86,1739.19,1098.13,1154.6,140.05,162.63,1136.14,295.54,2879.16,56.26,186.95,4.96,11.3,3855.58,84.02,190.51,900.42,339.25,34.66,289.45,889.1,35.4,612.93,126.12
2012-11-08,1090.0,1391.71,1363.44,174.6,1741.49,1093.88,1153.74,140.64,162.78,1135.4,296.76,2891.09,56.49,186.58,4.9,11.32,3867.85,83.39,189.94,891.84,334.87,34.57,290.66,890.41,35.49,611.71,125.88
2012-11-09,1088.0,1385.95,1371.23,174.21,1737.16,1088.22,1148.71,140.37,162.02,1132.28,296.22,2885.79,56.38,185.79,4.87,11.31,3858.84,82.64,189.81,888.13,332.64,34.47,290.12,889.29,35.49,607.48,124.89
2012-11-12,1090.5,1385.53,1371.7,175.06,1731.93,1090.88,1149.29,140.69,161.29,1135.76,296.9,2892.42,56.52,185.78,4.89,11.34,3863.05,82.53,189.66,890.18,332.56,34.46,290.79,891.22,35.58,608.2,125.22
2012-11-13,1091.0,1383.01,1376.92,175.23,1731.64,1089.09,1148.12,140.77,160.98,1134.91,297.03,2893.9,56.54,185.44,4.85,11.34,3863.59,82.36,189.18,891.46,331.18,34.33,290.91,891.7,35.56,603.73,123.94
2012-11-14,1085.5,1382.17,1358.15,174.37,1724.37,1084.74,1148.25,140.05,160.04,1134.46,295.54,2879.16,56.26,185.31,4.84,11.27,3845.88,82.37,188.51,886.69,330.91,34.27,289.46,888.41,35.38,601.72,123.31
